country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,obs_value,base_per,unit_multiplier,decimals
Latvia,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2017,16.356,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2016,93.031,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2015,91.776,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2014,90.852,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2013,94.041,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2012,91.487,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2011,92.122,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2010,92.283,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2009,75.852,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2018,96.881,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2006,0.118,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2018,0.065,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2016,0.075,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2015,0.077,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2014,0.075,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2013,0.083,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2012,0.107,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2011,0.101,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2010,0.102,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2009,0.118,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2008,0.118,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2002,0.505,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2001,0.426,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2010,0.247,,Units,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2013,15821.203,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2012,12286.62,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2011,10601.158,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2010,10060.726,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2009,11641.449,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2008,13478.092,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2007,15489.229,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2006,14373.294,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2005,14438.537,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2004,14364.679,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2003,13663.834,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2002,13108.362,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2001,13725.22,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2018,16874.968,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2017,15553.843,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2016,16842.269,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2015,15326.0,2015.0,Millions,1
Norway,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2014,17754.002,2015.0,Millions,1
Malta,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2018,0.427,,Millions,1
Malta,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2017,0.07,,Millions,1
Brazil,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2015,100.0,,Units,1
Brazil,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2018,100.0,,Units,1
Brazil,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2017,100.0,,Units,1
Malta,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2018,0.078,,Millions,1
Malta,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Machinery and equipment,Constant prices,2018,0.004,2015.0,Millions,1
Malta,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Machinery and equipment,Constant prices,2017,0.004,2015.0,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2018,1532.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2017,1110.566,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2016,1092.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2015,1157.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2014,965.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2013,937.0,,Millions,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2018,4.082,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2017,6.358,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2016,8.775,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2015,9.708,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2014,13.965,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2013,13.095,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2012,14.201,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2011,13.044,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2010,11.11,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2009,28.183,,Units,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2006,405.715,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2005,316.532,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2004,294.781,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2003,299.259,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2002,299.699,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2001,228.644,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2018,838.021,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2017,871.651,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2016,599.282,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2015,588.632,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2014,588.632,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2013,613.84,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2012,568.124,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2011,452.775,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2010,459.991,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2009,533.487,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2008,472.926,,Millions,1
Slovak Republic,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Constant prices,2011,232.423,2015.0,Millions,1
Slovak Republic,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Constant prices,2010,332.571,2015.0,Millions,1
Slovak Republic,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Constant prices,2009,337.09,2015.0,Millions,1
Slovak Republic,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Constant prices,2008,245.305,2015.0,Millions,1
