country,frequency_of_observation,measure,unit_of_measure,age,age,sex,sex,socio_econ_status,death_cause,calc_methodology,calculation_methodology,gestation_threshold,year,avoidable_mortality
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2005,265.0
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2004,288.0
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2003,296.3
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2002,280.5
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2001,308.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2018,5982.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2017,5501.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2016,5634.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2015,5412.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2014,4962.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2013,4725.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2012,4766.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2011,4845.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2010,5046.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2009,4305.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2008,4359.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2007,4129.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2006,4600.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2005,4228.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2004,4461.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2003,4422.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2002,4214.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2001,4300.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2018,1425.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2017,1343.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2016,1404.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2015,1198.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2014,1215.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2013,1188.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2012,1201.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2011,1191.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2010,1226.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2009,1133.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2008,1063.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2007,1033.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2006,1121.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2005,1138.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2004,1194.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2003,1239.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2002,1069.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2001,1198.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2018,3939.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2017,3666.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2016,3815.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2015,3699.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2014,3267.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2013,3138.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2012,3155.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2011,3195.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2010,3354.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2009,2890.0
Costa Rica,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2002,1416.0
Costa Rica,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2001,1525.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2018,3121.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2017,2989.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2016,2969.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2015,2675.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2014,2681.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2013,2633.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2012,2609.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2011,2557.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2010,2682.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2009,2375.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2008,2317.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2007,2262.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2006,2485.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2005,2418.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2004,2543.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2003,2570.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2002,2343.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2001,2547.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2018,100.9
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2017,98.2
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2016,97.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2015,95.5
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2014,97.9
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2013,95.9
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2012,98.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2011,100.6
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2010,108.9
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2009,96.5
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2008,96.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2007,97.1
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2006,112.2
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2005,107.8
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2004,117.8
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2003,118.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2002,114.7
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2001,128.3
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2018,9103.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2017,8490.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2016,8603.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2015,8087.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2014,7643.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2013,7358.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2012,7375.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2011,7402.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2010,7728.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2009,6680.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2008,6676.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2007,6391.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2006,7085.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2005,6646.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2004,7004.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2003,6992.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2002,6557.0
Costa Rica,Annual,Avoidable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2001,6847.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2018,90.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2017,90.9
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2016,89.7
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2015,87.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2014,89.2
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2013,90.1
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2012,90.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2011,90.5
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2010,100.2
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2009,89.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2008,90.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2007,91.9
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2006,105.5
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2005,101.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2004,112.3
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2003,111.8
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2002,106.2
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2001,120.8
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2018,165.6
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2017,165.5
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2016,169.5
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2015,158.3
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2014,163.9
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2013,167.8
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2012,170.0
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2011,171.4
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2010,188.3
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2009,173.9
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2008,171.6
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2007,174.0
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2006,194.8
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2005,197.5
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2004,216.4
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2003,224.6
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2002,205.0
Costa Rica,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2001,239.1
Costa Rica,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2018,75.1
Costa Rica,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2017,74.6
Costa Rica,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2016,79.9
Costa Rica,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2015,71.3
Costa Rica,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2014,74.7
Costa Rica,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2013,77.8
Costa Rica,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2012,80.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2018,111.7
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2017,106.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2016,105.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2015,104.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2014,106.8
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2013,102.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2012,106.3
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2011,111.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2010,117.8
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2009,104.3
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2008,102.6
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2007,102.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2006,119.4
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2005,115.0
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2004,123.6
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2003,125.5
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2002,123.9
Costa Rica,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2001,136.2
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2018,5365.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2017,5009.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2016,5219.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2015,4897.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2014,4483.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2013,4327.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2012,4356.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2011,4387.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2010,4581.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2009,4023.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2008,4035.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2007,3797.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2006,4222.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2005,3961.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2004,4180.0
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2003,4214.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2002,3867.5
Costa Rica,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2001,3973.0
Costa Rica,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2018,2042.5
